10000
7	103 94 50 46 55 11 91 76
5	46 94 91 50 103 76
13	10 13 103 50 60 33 72 46 81 23 11 7 94 52
4	7 45 49 9 40
4	42 68 21 35 24
8	94 91 68 11 76 50 55 103 76
5	96 2 59 103 32 35
5	42 21 41 43 68 29
4	94 23 86 89 95
4	23 25 16 15 67
6	7 103 22 51 13 31 32
3	103 91 99 66
5	61 23 103 5 15 84
4	12 25 23 24 65
7	103 31 13 22 10 7 94 32
6	65 99 91 62 103 29 68
7	80 24 79 94 91 81 10 87
9	8 17 23 61 33 62 45 103 7 57
5	11 83 58 37 100 63
6	103 10 82 44 106 83 43
8	83 84 79 73 102 103 31 51 22
4	58 55 11 65 9
4	33 24 72 39 27
3	40 103 46 85
10	59 15 33 39 46 75 34 11 74 103 42
3	74 35 75 12
10	103 48 41 84 94 35 102 21 18 72 20
5	83 100 37 58 6 63
4	15 41 72 64 82
3	107 69 17 25
3	59 23 33 6
12	98 45 10 8 73 61 23 9 62 33 17 7 57
5	11 37 100 58 83 63
6	94 53 96 103 27 56 28
3	110 23 86 95
4	94 54 83 103 30
3	17 45 7 25
4	81 107 94 83 30
8	94 6 99 41 91 13 72 39 96
4	103 94 105 18 80
4	40 39 103 83 85
4	94 7 17 48 93
3	98 7 17 90
10	72 13 94 6 35 59 99 41 91 39 96
6	103 81 107 94 83 54 30
4	97 85 109 92 91
6	20 33 15 103 74 75 73
3	107 45 98 90
12	72 46 33 99 94 7 13 23 81 103 10 50 52
5	59 41 58 33 36 59
3	36 98 10 34
4	104 1 78 3 41
4	83 103 46 40 85
5	39 18 103 6 82 39
3	13 72 99 66
7	71 110 24 104 92 88 72 94
10	13 94 59 99 41 91 39 72 35 6 96
5	24 99 106 52 20 1
6	6 103 59 77 94 24 37
4	33 61 5 15 84
6	81 103 94 83 54 107 30
5	24 103 72 52 39 46
10	102 72 18 103 35 21 94 48 51 41 20
4	10 103 38 98 34
4	17 7 4 103 93
9	103 52 23 11 39 60 5 34 94 60
7	50 91 33 23 39 10 13 49
3	44 103 7 98
7	72 92 71 104 46 94 23 94
4	86 23 110 89 95
4	10 91 106 94 83
4	94 91 103 10 83
4	76 35 68 90 55
4	89 86 94 110 95
6	94 59 18 105 23 103 5
5	103 99 10 23 93 71
4	82 103 58 11 77
6	59 103 91 24 38 94 54
12	24 94 50 52 103 60 5 34 11 72 39 59 60
4	77 59 23 33 6
10	103 23 38 32 99 24 59 91 94 28 54
4	59 104 33 73 21
4	65 70 19 76 10
11	15 72 33 91 108 59 46 11 103 74 20 42
6	103 23 33 73 77 59 21
7	10 13 103 7 94 31 51 32
6	24 94 91 80 81 106 87
6	103 2 59 32 96 38 35
3	20 74 63 12
5	87 103 74 96 9 56
4	68 42 46 21 19
8	103 29 10 43 83 94 7 65 89
4	23 63 1 3 23
6	4 17 103 48 7 94 93
3	45 17 107 90
6	83 10 7 29 43 103 89
4	109 92 97 85 91
10	45 103 11 9 73 94 7 49 13 62 58
10	46 74 23 7 50 10 39 13 99 33 49
4	99 7 94 10 31
3	53 38 27 78
6	61 33 39 5 24 82 33
6	103 94 107 54 83 81 30
4	65 76 19 70 10
4	13 37 91 67 97
6	11 33 36 58 41 59 59
4	35 41 21 57 74
4	66 9 17 7 86
4	104 1 78 3 41
4	68 42 90 76 55
4	94 67 72 101 50
5	29 65 7 10 103 89
6	72 15 16 12 23 46 67
10	62 46 60 50 79 23 11 24 72 18 79
3	107 7 45 25
4	66 21 35 33 4
4	4 48 94 7 93
5	94 27 96 53 103 28
3	55 58 65 9
3	20 35 74 12
6	94 84 21 72 41 102 20
4	94 59 23 18 5
4	72 91 13 99 66
4	107 45 69 17 25
6	91 68 103 94 55 76 76
4	59 103 11 50 61
7	72 34 26 59 24 6 93 3
4	24 6 59 40 70
3	92 85 109 91
4	57 35 21 41 74
12	13 10 46 33 103 94 7 60 11 23 81 99 52
6	74 104 23 1 63 3 23
8	99 41 91 6 35 72 39 13 96
7	22 106 86 94 72 103 91 14
5	103 38 96 32 2 35
4	97 92 85 109 91
3	65 19 76 10
9	22 99 86 72 106 94 103 91 10 14
8	15 24 20 103 11 34 33 75 73
3	88 24 12 65
3	35 57 21 74
4	40 72 59 39 70
10	7 23 99 13 33 91 10 39 46 74 49
9	72 39 15 108 103 59 34 46 75 42
13	39 34 20 59 91 33 15 103 74 108 46 75 11 42
4	104 1 78 3 41
14	99 10 72 50 46 60 11 103 91 33 81 23 7 94 52
5	33 72 101 94 23 50
6	40 24 72 59 39 6 70
10	51 21 103 41 94 35 72 102 84 18 20
5	59 77 94 103 24 37
5	33 41 11 36 58 59
4	107 99 91 94 38
5	54 51 23 59 94 48
6	65 58 59 50 103 11 61
5	3 23 1 104 74 23
4	39 82 6 103 39
4	59 11 58 103 61
4	45 7 8 9 40
6	83 11 37 100 6 58 63
4	98 7 17 107 90
8	11 54 83 94 51 59 23 103 48
3	13 72 99 66
9	10 50 99 46 72 33 13 11 60 52
3	94 23 110 95
6	23 95 89 53 87 92 88
5	68 41 46 76 42 19
3	58 94 50 62
3	50 58 11 62
7	104 92 110 24 91 71 95 15
4	72 41 15 42 82
3	11 94 58 62
3	41 35 102 74
4	93 72 23 99 71
4	72 13 103 99 66
6	24 82 42 46 94 101 11
5	103 58 59 11 65 61
9	41 51 72 94 18 21 35 84 103 20
11	73 9 23 98 103 45 61 33 62 8 10 57
5	75 46 74 39 52 81
4	88 24 23 25 65
6	63 3 1 23 104 74 23
4	19 76 65 30 10
5	59 2 103 96 32 35
5	2 59 38 96 103 35
4	106 10 103 83 43
6	4 17 103 94 7 48 93
3	46 58 50 62
3	33 32 93 7
7	23 52 46 75 5 39 74 81
4	9 99 7 91 69
5	103 18 6 39 59 39
5	59 58 50 65 11 61
6	99 23 10 103 72 93 71
4	107 91 99 17 38
5	59 94 103 80 18 80
6	99 10 103 13 7 94 31
4	103 2 96 32 35
6	83 72 103 29 10 100 18
4	83 44 82 7 98
3	65 94 103 64
3	68 35 41 26
6	103 83 44 82 106 10 43
5	29 94 65 83 43 89
4	72 91 99 9 69
4	63 75 108 74 2
7	98 7 103 24 29 10 9 17
4	25 24 23 88 65
9	13 11 23 72 50 33 91 99 103 52
3	32 59 39 7
6	59 94 103 105 18 80 80
3	9 94 58 64
5	94 107 103 54 83 30
5	81 103 106 94 24 87
10	94 6 91 37 10 24 99 103 67 13 13
7	103 24 10 13 9 7 29 17
4	103 36 98 10 34
9	103 46 94 7 23 91 13 11 50 52
4	38 53 56 27 78
6	55 94 68 11 103 50 76
8	103 39 5 72 60 50 23 11 60
4	9 7 99 91 69
7	92 104 91 96 23 24 71 15
3	76 70 65 10
4	46 41 76 35 19
6	99 94 32 103 38 59 54
10	13 23 33 91 10 39 74 46 99 50 49
8	96 92 95 24 86 71 23 110 15
5	15 16 23 72 25 67
3	75 74 63 44
9	34 59 103 72 91 33 20 39 75 42
3	23 59 77 6
6	58 11 103 55 83 82 77
3	74 75 20 44
5	39 6 72 59 24 70
4	83 10 44 82 43
3	53 38 27 78
6	72 101 35 82 24 94 11
4	104 78 1 3 41
3	68 35 69 26
3	20 74 75 44
6	42 68 41 35 21 46 19
7	72 51 103 18 84 35 48 20
6	103 83 72 10 100 29 18
8	81 79 24 103 10 91 80 106 87
6	24 106 81 91 94 79 87
14	34 39 59 72 91 33 20 108 75 46 15 11 74 103 42
3	37 13 91 97
10	61 98 10 94 33 73 45 103 9 23 57
5	103 50 79 23 94 51
4	23 103 59 18 5
14	11 72 99 7 94 60 46 33 91 13 50 103 81 23 52
4	69 7 17 45 25
4	55 103 50 94 51
6	60 46 72 103 45 7 72
10	17 10 23 45 61 73 98 33 62 8 57
6	76 43 68 35 42 41 29
5	57 41 76 21 35 92
3	59 103 6 45
6	106 82 10 83 44 103 43
4	46 58 94 50 62
4	21 93 6 26 53
10	23 24 38 94 91 59 99 103 32 28 54
4	49 45 8 7 40
6	9 24 103 10 29 98 17
4	107 7 45 17 90
5	87 95 92 53 89 88
4	1 23 63 74 23
3	13 91 99 66
5	15 5 33 61 103 84
3	17 7 45 90
4	15 72 42 64 82
4	33 110 23 77 6
8	94 5 39 24 82 61 72 33 33
4	46 103 39 40 85
7	40 23 52 75 46 5 74 81
6	66 35 33 21 24 15 4
4	88 24 25 23 65
5	44 35 14 43 62 16
8	94 72 101 42 46 82 24 35 11
4	45 7 49 8 40
4	91 99 94 17 38
3	9 45 8 40
6	25 15 46 12 72 23 67
4	38 36 10 98 34
5	60 24 33 39 72 27
4	74 75 63 20 44
4	58 50 59 65 61
7	91 94 39 99 41 6 35 96
4	58 11 94 50 62
8	91 33 46 72 108 103 11 59 42
4	11 58 65 55 9
6	59 11 58 103 50 65 61
6	83 103 94 65 43 10 89
5	81 80 94 10 24 87
3	85 92 109 91
3	38 53 27 78
6	29 99 103 65 91 62 68
4	11 58 65 59 61
3	94 46 11 62
4	44 106 83 82 43
4	53 27 56 96 28
8	94 24 71 72 88 23 110 104 94
4	94 17 99 107 38
8	39 5 40 74 23 52 46 75 81
4	63 75 74 20 44
7	60 103 74 9 96 87 58 56
4	96 38 2 59 35
5	103 77 73 23 104 21
5	23 1 104 3 63 23
6	34 75 72 15 74 11 73
6	17 48 4 103 94 7 93
5	6 103 59 77 24 37
4	103 18 23 59 5
6	103 96 53 56 27 94 28
9	99 50 10 39 74 33 91 13 7 49
4	75 74 63 20 44
5	103 107 83 54 81 30
4	107 17 45 98 90
3	99 91 17 38
6	43 83 7 94 103 10 89
4	94 6 72 103 45
6	106 94 79 24 91 10 87
8	10 22 94 91 99 24 86 103 14
4	10 93 103 99 71
4	29 65 91 62 68
7	72 45 60 7 46 17 98 72
6	29 103 83 43 7 94 89
3	85 97 109 91
5	24 33 15 35 21 4
4	18 105 94 59 80
8	46 60 11 23 79 50 72 24 79
6	33 73 77 23 59 103 21
4	99 13 94 7 31
6	74 75 108 52 34 63 2
4	7 82 103 44 98
6	87 53 23 89 92 95 88
6	103 94 59 18 105 23 5
5	2 38 96 59 32 35
5	68 11 46 91 94 76
7	39 40 5 75 46 52 23 81
6	23 94 50 79 103 55 51
6	4 48 17 7 94 103 93
3	7 91 72 69
9	67 103 94 91 6 24 99 37 10 13
7	10 22 51 31 94 7 13 32
4	103 82 7 83 98
10	73 94 8 9 49 11 10 62 45 13 58
6	2 38 47 109 103 83 8
11	72 39 50 52 60 94 103 24 59 34 5 60
3	70 30 76 10
6	57 94 82 54 103 39 75
11	99 23 81 11 72 60 46 91 10 50 13 52
4	80 18 105 103 80
8	106 103 10 91 24 81 79 94 87
4	53 104 23 95 88
7	103 7 13 9 10 73 49 58
5	10 29 72 103 83 18
6	40 41 72 50 39 52 46
5	58 36 33 41 59 59
7	51 103 11 23 59 83 54 48
4	42 21 68 46 19
3	99 103 13 66
9	72 11 15 75 34 108 103 74 24 73
6	103 79 81 80 94 10 87
5	62 44 31 43 14 16
3	21 40 15 47
5	5 33 23 15 103 84
3	21 35 102 74
4	59 94 18 105 80
6	23 12 15 16 72 46 67
4	103 10 91 106 83
10	10 103 72 22 86 24 91 94 99 106 14
7	31 103 51 22 10 7 94 32
12	59 91 33 72 34 11 108 103 74 75 46 39 42
6	59 105 18 94 103 23 5
6	76 42 41 35 21 57 92
3	53 56 27 78
8	8 9 17 33 62 61 45 103 57
4	40 39 6 24 70
5	93 23 103 10 99 71
3	72 99 7 69
5	80 94 105 18 59 80
4	107 45 69 7 25
6	76 68 21 42 35 41 29
9	72 60 11 46 18 79 50 62 24 79
4	103 38 10 36 34
5	58 6 83 11 37 63
6	72 52 24 103 94 40 46
4	74 63 75 20 44
3	25 24 23 65
5	103 94 11 54 51 48
4	59 82 18 6 39
8	88 110 23 46 94 92 71 24 94
8	74 39 5 52 23 40 75 46 81
9	93 54 83 39 82 57 45 103 94 75
6	40 5 39 52 23 46 81
5	11 50 58 59 65 61
5	72 24 6 39 59 70
8	39 5 52 23 40 74 46 75 81
3	56 27 38 78
8	51 22 10 7 94 103 13 31 32
8	103 83 84 94 51 31 102 73 22
4	53 27 56 38 78
5	59 11 58 65 103 61
10	18 21 51 102 103 72 84 41 35 48 20
3	91 99 13 97
6	37 100 83 6 58 11 63
8	39 106 20 91 24 99 46 52 1
9	88 92 104 46 71 72 23 110 24 94
12	17 103 10 9 7 94 33 62 73 23 98 61 57
5	94 7 51 103 13 32
6	94 23 83 54 51 11 48
4	103 44 7 83 98
5	15 66 21 24 35 4
3	82 103 83 98
7	62 72 18 46 50 24 23 79
5	62 91 65 29 103 68
3	65 70 19 10
4	35 76 21 57 92
3	83 39 40 85
